waktu,provinsi,kab_kota,jumlah_merchant
2024-03-08,Prov. Jawa Tengah,Kab. Kebumen,2.0
2024-03-08,Prov. Jawa Tengah,Kab. Grobogan,1.0
2024-03-08,Prov. Jawa Tengah,Kab. Rembang,1.0
2024-03-08,Prov. Jawa Tengah,Kab. Cilacap,3.0
2024-03-08,Prov. Jawa Tengah,Kab. Blora,1.0
2024-03-08,Prov. Jawa Tengah,Kab. Batang,3.0
2024-03-08,Prov. Jawa Barat,Kota Bandung,1.0
2024-03-08,Prov. Jawa Tengah,Kab. Banyumas,1.0
2024-03-08,Prov. Jawa Barat,Kota Depok,1.0
2024-03-08,Prov. Jawa Tengah,Kab. Demak,1.0
2024-03-08,Prov. Jawa Barat,Kota Bogor,1.0
2024-03-09,Prov. Jawa Timur,Kab. Ponorogo,1.0
2024-03-09,Prov. Jawa Timur,Kab. Mojokerto,1.0
2024-03-09,Prov. Jawa Timur,Kab. Lamongan,1.0
2024-03-09,Prov. Jawa Timur,Kab. Bondowoso,1.0
2024-03-09,Prov. Jawa Timur,Kab. Jombang,1.0
2024-03-09,Prov. Jawa Timur,Kab. Bojonegoro,1.0
2024-03-09,Prov. Jawa Timur,Kota Malang,1.0
2024-03-09,Prov. Jawa Tengah,Kab. Temanggung,1.0
2024-03-09,Prov. Jawa Timur,Kab. Kediri,2.0
2024-03-09,Prov. Jawa Timur,Kota Surabaya,1.0
2024-03-09,Prov. Riau,Kab. Bengkalis,1.0
2024-03-09,Prov. Kalimantan Selatan,Kab. Kotabaru,1.0
2024-03-09,Prov. Kalimantan Selatan,Kab. Tanah Laut,1.0
2024-03-09,Prov. Kalimantan Selatan,Kota Banjarbaru,1.0
2024-03-09,Prov. Kepulauan Riau,Kota Tanjungpinang,1.0
2024-03-09,Prov. Lampung,Kota Metro,1.0
2024-03-09,Prov. Papua,Kab. Mimika,1.0
2024-03-09,Prov. Sulawesi Barat,Kab. Mamuju,1.0
2024-03-09,Prov. Sumatera Utara,Kab. Labuhan Batu Utara,1.0
2024-03-09,Prov. Sumatera Utara,Kab. Padang Lawas,1.0
2024-03-09,Prov. Jawa Tengah,Kab. Sragen,1.0
2024-03-09,Prov. Kalimantan Selatan,Kab. Hulu Sungai Utara,1.0
2024-03-09,Prov. Jawa Tengah,Kab. Pekalongan,1.0
2024-03-09,Prov. Jawa Barat,Kota Depok,1.0
2024-03-09,Prov. Jawa Tengah,Kab. Klaten,2.0
2024-03-09,Prov. Bali,Kota Denpasar,1.0
2024-03-09,Prov. Jawa Tengah,Kab. Magelang,2.0
2024-03-09,Prov. Banten,Kab. Tangerang,2.0
2024-03-09,Prov. Banten,Kota Serang,1.0
2024-03-09,Prov. Banten,Kota Tangerang Selatan,1.0
2024-03-09,Prov. D.I. Yogyakarta,Kab. Bantul,1.0
2024-03-09,Prov. D.K.I. Jakarta,Kota Jakarta Barat,1.0
2024-03-09,Prov. D.K.I. Jakarta,Kota Jakarta Pusat,1.0
2024-03-09,Prov. Jawa Barat,Kab. Bekasi,4.0
2024-03-09,Prov. Jawa Barat,Kab. Bogor,3.0
2024-03-09,Prov. Banten,Kab. Serang,1.0
2024-03-09,Prov. Jawa Barat,Kab. Purwakarta,1.0
2024-03-09,Prov. Jawa Barat,Kab. Ciamis,1.0
2024-03-09,Prov. Jawa Tengah,Kab. Jepara,1.0
2024-03-09,Prov. Jawa Tengah,Kab. Grobogan,1.0
2024-03-09,Prov. Jawa Tengah,Kab. Cilacap,1.0
2024-03-09,Prov. Jawa Tengah,Kab. Kendal,1.0
2024-03-09,Prov. Jawa Tengah,Kab. Batang,1.0
2024-03-09,Prov. Jawa Tengah,Kab. Banyumas,1.0
2024-03-09,Prov. Jawa Barat,Kab. Subang,1.0
2024-03-09,Prov. Jawa Tengah,Kab. Blora,1.0
2024-03-10,Prov. Jawa Timur,Kab. Nganjuk,1.0
2024-03-10,Prov. Jawa Timur,Kab. Jember,2.0
2024-03-10,Prov. Jawa Timur,Kab. Kediri,3.0
2024-03-10,Prov. Jawa Timur,Kab. Madiun,1.0
2024-03-10,Prov. Sulawesi Barat,Kab. Mamuju,1.0
2024-03-10,Prov. Jawa Timur,Kab. Mojokerto,1.0
2024-03-10,Prov. Jawa Timur,Kab. Pacitan,1.0
2024-03-10,Prov. Kalimantan Barat,Kab. Mempawah,1.0
2024-03-10,Prov. Jawa Timur,Kab. Situbondo,1.0
2024-03-10,Prov. Jawa Timur,Kab. Sumenep,1.0
2024-03-10,Prov. Jawa Timur,Kota Surabaya,1.0
2024-03-10,Prov. Kalimantan Barat,Kab. Sanggau,1.0
2024-03-10,Prov. Kalimantan Timur,Kab. Kutai Kartanegara,1.0
2024-03-10,Prov. Riau,Kab. Indragiri Hilir,1.0
2024-03-10,Prov. Jawa Tengah,Kab. Wonosobo,1.0
2024-03-10,Prov. Jawa Timur,Kab. Sidoarjo,1.0
2024-03-10,Prov. Jawa Tengah,Kab. Temanggung,1.0
2024-03-10,Prov. Jawa Barat,Kota Tasikmalaya,1.0
2024-03-10,Prov. Jawa Tengah,Kab. Kebumen,1.0
2024-03-10,Prov. Jawa Tengah,Kab. Tegal,1.0
2024-03-10,Prov. Banten,Kab. Lebak,2.0
2024-03-10,Prov. Banten,Kota Tangerang Selatan,1.0
2024-03-10,Prov. D.I. Yogyakarta,Kab. Kulon Progo,1.0
2024-03-10,Prov. D.I. Yogyakarta,Kab. Sleman,1.0
2024-03-10,Prov. Jawa Barat,Kab. Bandung,1.0
2024-03-10,Prov. Jawa Barat,Kab. Bogor,3.0
2024-03-10,Prov. Banten,Kab. Tangerang,1.0
2024-03-10,Prov. Jawa Barat,Kab. Cirebon,1.0
2024-03-10,Prov. Jawa Barat,Kab. Purwakarta,1.0
2024-03-10,Prov. Jawa Barat,Kota Bekasi,1.0
2024-03-10,Prov. Jawa Tengah,Kab. Banjarnegara,1.0
2024-03-10,Prov. Jawa Tengah,Kab. Grobogan,1.0
2024-03-10,Prov. Jawa Tengah,Kab. Cilacap,2.0
2024-03-10,Prov. Jawa Barat,Kab. Ciamis,1.0
2024-03-11,Prov. Jawa Timur,Kab. Kediri,1.0
2024-03-11,Prov. Jawa Timur,Kab. Pamekasan,2.0
2024-03-11,Prov. Jawa Timur,Kota Batu,1.0
2024-03-11,Prov. Jawa Timur,Kota Blitar,1.0
2024-03-11,Prov. Kalimantan Timur,Kab. Kutai Kartanegara,1.0
2024-03-11,Prov. Kepulauan Riau,Kota Batam,1.0
2024-03-11,Prov. Lampung,Kota Bandar Lampung,1.0
2024-03-11,Prov. Sulawesi Selatan,Kab. Maros,1.0
2024-03-11,Prov. Sulawesi Selatan,Kab. Gowa,1.0
2024-03-11,Prov. Jawa Timur,Kab. Gresik,1.0
2024-03-11,Prov. Sulawesi Tengah,Kab. Tojo Una-Una,1.0
2024-03-11,Prov. Sumatera Barat,Kab. Pasaman,1.0
2024-03-11,Prov. Sumatera Barat,Kota Padang,1.0
2024-03-11,Prov. Sumatera Selatan,Kab. Musi Banyuasin,1.0
2024-03-11,Prov. Lampung,Kota Metro,1.0
2024-03-11,Prov. Jawa Tengah,Kota Semarang,1.0
2024-03-11,Prov. Kalimantan Selatan,Kab. Banjar,1.0
2024-03-11,Prov. Jawa Tengah,Kab. Wonosobo,1.0
2024-03-11,Prov. Jawa Tengah,Kota Magelang,2.0
2024-03-11,Prov. Banten,Kab. Serang,1.0
2024-03-11,Prov. Bengkulu,Kab. Muko-muko,1.0
2024-03-11,Prov. D.I. Yogyakarta,Kab. Gunung Kidul,1.0
2024-03-11,Prov. D.I. Yogyakarta,Kota Yogyakarta,1.0
2024-03-11,Prov. Jambi,Kab. Merangin,1.0
2024-03-11,Prov. Jawa Barat,Kab. Sukabumi,1.0
2024-03-11,Prov. Jawa Barat,Kota Bandung,2.0
2024-03-11,Prov. Jambi,Kab. Bungo,1.0
2024-03-11,Prov. Jawa Tengah,Kab. Banyumas,1.0
2024-03-11,Prov. Jawa Tengah,Kab. Blora,2.0
2024-03-11,Prov. Jawa Tengah,Kab. Grobogan,1.0
2024-03-11,Prov. Jawa Tengah,Kab. Kudus,1.0
2024-03-11,Prov. Jawa Tengah,Kab. Pati,1.0
2024-03-11,Prov. Jawa Tengah,Kab. Tegal,1.0
2024-03-11,Prov. Jawa Barat,Kota Bogor,1.0
2024-03-12,Prov. Jawa Timur,Kab. Mojokerto,1.0
2024-03-12,Prov. Kalimantan Selatan,Kab. Tanah Laut,1.0
2024-03-12,Prov. Jawa Timur,Kab. Nganjuk,3.0
2024-03-12,Prov. Jawa Timur,Kab. Ngawi,1.0
2024-03-12,Prov. Jawa Timur,Kab. Pasuruan,2.0
2024-03-12,Prov. Jawa Timur,Kab. Sampang,1.0
2024-03-12,Prov. Kalimantan Barat,Kab. Kuburaya,1.0
2024-03-12,Prov. Kalimantan Barat,Kota Pontianak,2.0
2024-03-12,Prov. Kalimantan Selatan,Kota Banjarmasin,1.0
2024-03-12,Prov. Sumatera Barat,Kota Padang,1.0
2024-03-12,Prov. Nusa Tenggara Barat,Kab. Lombok Barat,1.0
2024-03-12,Prov. Nusa Tenggara Barat,Kota Mataram,2.0
2024-03-12,Prov. Sulawesi Selatan,Kab. Gowa,1.0
2024-03-12,Prov. Sulawesi Selatan,Kota Makassar,1.0
2024-03-12,Prov. Sulawesi Tengah,Kab. Parigi Moutong,1.0
2024-03-12,Prov. Sumatera Barat,Kab. Padang Pariaman,1.0
2024-03-12,Prov. Sumatera Selatan,Kab. Ogan Komering Ulu,3.0
2024-03-12,Prov. Jawa Timur,Kab. Gresik,1.0
2024-03-12,Prov. Lampung,Kab. Tulang Bawang,1.0
2024-03-12,Prov. Jawa Tengah,Kab. Temanggung,1.0
2024-03-12,Prov. Jawa Tengah,Kab. Brebes,1.0
2024-03-12,Prov. Jawa Tengah,Kab. Kendal,1.0
2024-03-12,Prov. Jawa Tengah,Kab. Semarang,1.0
2024-03-12,Prov. Bali,Kab. Badung,1.0
2024-03-12,Prov. Bali,Kab. Gianyar,1.0
2024-03-12,Prov. Banten,Kab. Tangerang,1.0
2024-03-12,Prov. Banten,Kota Tangerang Selatan,1.0
2024-03-12,Prov. D.I. Yogyakarta,Kab. Bantul,1.0
2024-03-12,Prov. D.I. Yogyakarta,Kab. Sleman,4.0
2024-03-12,Prov. D.K.I. Jakarta,Kota Jakarta Timur,2.0
2024-03-12,Prov. D.K.I. Jakarta,Kota Jakarta Utara,1.0
2024-03-12,Prov. Banten,Kab. Serang,1.0
2024-03-12,Prov. Jambi,Kota Jambi,1.0
2024-03-12,Prov. Jawa Barat,Kab. Bandung,2.0
2024-03-12,Prov. Jawa Barat,Kab. Bekasi,3.0
2024-03-12,Prov. Jawa Barat,Kab. Garut,1.0
2024-03-12,Prov. Jawa Tengah,Kab. Banjarnegara,1.0
2024-03-12,Prov. Jawa Tengah,Kab. Batang,2.0
2024-03-12,Prov. Jawa Tengah,Kab. Jepara,1.0
2024-03-12,Prov. Jambi,Kab. Merangin,1.0
2024-03-12,Prov. Jawa Tengah,Kab. Karanganyar,1.0
2024-03-13,Prov. Kalimantan Barat,Kab. Sanggau,1.0
2024-03-13,Prov. Sumatera Utara,Kota Medan,1.0
2024-03-13,Prov. Kalimantan Barat,Kab. Mempawah,1.0
2024-03-13,Prov. Kalimantan Barat,Kab. Kuburaya,1.0
2024-03-13,Prov. Kalimantan Barat,Kab. Kapuas Hulu,1.0
2024-03-13,Prov. Jawa Timur,Kota Blitar,1.0
2024-03-13,Prov. Jawa Timur,Kab. Probolinggo,1.0
2024-03-13,Prov. Jawa Timur,Kab. Lamongan,1.0
2024-03-13,Prov. Jawa Timur,Kab. Nganjuk,2.0
2024-03-13,Prov. Jawa Timur,Kab. Blitar,1.0
2024-03-13,Prov. Jawa Tengah,Kota Surakarta,1.0
2024-03-13,Prov. Jawa Tengah,Kota Semarang,2.0
2024-03-13,Prov. Jawa Tengah,Kab. Temanggung,1.0
2024-03-13,Prov. Kalimantan Selatan,Kab. Banjar,1.0
2024-03-13,Prov. Jawa Timur,Kab. Ponorogo,1.0
2024-03-13,Prov. Kalimantan Tengah,Kab. Katingan,1.0
2024-03-13,Prov. Sulawesi Selatan,Kab. Gowa,1.0
2024-03-13,Prov. Kepulauan Riau,Kota Batam,1.0
2024-03-13,Prov. Jawa Tengah,Kab. Tegal,1.0
2024-03-13,Prov. Sumatera Barat,Kota Sawah Lunto,2.0
2024-03-13,Prov. Sumatera Barat,Kota Padang,1.0
2024-03-13,Prov. Sumatera Barat,Kota Bukittinggi,1.0
2024-03-13,Prov. Sumatera Barat,Kab. Pasaman Barat,1.0
2024-03-13,Prov. Sulawesi Selatan,Kota Makassar,1.0
2024-03-13,Prov. Sumatera Selatan,Kota Palembang,3.0
2024-03-13,Prov. Sulawesi Selatan,Kab. Maros,1.0
2024-03-13,Prov. Nusa Tenggara Timur,Kab. Sumba Timur,1.0
2024-03-13,Prov. Nusa Tenggara Barat,Kota Mataram,3.0
2024-03-13,Prov. Nusa Tenggara Barat,Kab. Lombok Barat,1.0
2024-03-13,Prov. Lampung,Kota Metro,1.0
2024-03-13,Prov. Lampung,Kab. Way Kanan,1.0
2024-03-13,Prov. Lampung,Kab. Lampung Timur,2.0
2024-03-13,Prov. Riau,Kab. Indragiri Hilir,1.0
2024-03-13,Prov. Jawa Tengah,Kab. Sragen,1.0
2024-03-13,Prov. Kepulauan Bangka Belitung,Kab. Belitung Timur,1.0
2024-03-13,Prov. Jawa Tengah,Kab. Kudus,1.0
2024-03-13,Prov. Jambi,Kab. Merangin,2.0
2024-03-13,Prov. D.K.I. Jakarta,Kota Jakarta Utara,1.0
2024-03-13,Prov. D.K.I. Jakarta,Kota Jakarta Selatan,1.0
2024-03-13,Prov. D.I. Yogyakarta,Kota Yogyakarta,1.0
2024-03-13,Prov. D.I. Yogyakarta,Kab. Sleman,1.0
2024-03-13,Prov. D.I. Yogyakarta,Kab. Gunung Kidul,1.0
2024-03-13,Prov. Jawa Barat,Kab. Bandung,1.0
2024-03-13,Prov. Bengkulu,Kab. Bengkulu Utara,3.0
2024-03-13,Prov. Banten,Kab. Tangerang,2.0
2024-03-13,Prov. Banten,Kab. Serang,1.0
2024-03-13,Prov. Banten,Kab. Lebak,1.0
2024-03-13,Prov. Bali,Kota Denpasar,1.0
2024-03-13,Prov. Bali,Kab. Bangli,1.0
2024-03-13,Prov. Jawa Tengah,Kab. Pati,1.0
2024-03-13,Prov. Banten,Kota Tangerang,2.0
2024-03-13,Prov. Jawa Barat,Kab. Bandung Barat,1.0
2024-03-13,Prov. Kalimantan Barat,Kab. Sambas,2.0
2024-03-13,Prov. Jawa Barat,Kab. Cianjur,2.0
2024-03-13,Prov. Jawa Tengah,Kab. Karanganyar,2.0
2024-03-13,Prov. Jawa Tengah,Kab. Jepara,1.0
2024-03-13,Prov. Jawa Tengah,Kab. Grobogan,1.0
2024-03-13,Prov. Jawa Tengah,Kab. Demak,1.0
2024-03-13,Prov. Jawa Tengah,Kab. Batang,1.0
2024-03-13,Prov. Jawa Tengah,Kab. Banjarnegara,2.0
2024-03-13,Prov. Jawa Barat,Kota Cirebon,1.0
2024-03-13,Prov. Jawa Tengah,Kab. Cilacap,2.0
2024-03-13,Prov. Jawa Barat,Kota Bogor,1.0
2024-03-13,Prov. Jawa Barat,Kota Bekasi,4.0
2024-03-13,Prov. Jawa Barat,Kota Bandung,2.0
2024-03-13,Prov. Jawa Barat,Kab. Sumedang,1.0
2024-03-13,Prov. Jawa Barat,Kab. Sukabumi,1.0
2024-03-13,Prov. Jawa Barat,Kab. Purwakarta,2.0
2024-03-13,Prov. Jawa Barat,Kota Cimahi,1.0
2024-03-13,Prov. Jawa Barat,Kab. Bogor,5.0
2024-03-14,Prov. Jawa Timur,Kota Mojokerto,2.0
2024-03-14,Prov. Kalimantan Selatan,Kab. Hulu Sungai Utara,1.0
2024-03-14,Prov. Kalimantan Barat,Kab. Sintang,1.0
2024-03-14,Prov. Kalimantan Barat,Kab. Sambas,2.0
2024-03-14,Prov. Kalimantan Barat,Kab. Ketapang,1.0
2024-03-14,Prov. Jawa Timur,Kota Surabaya,3.0
2024-03-14,Prov. Jawa Timur,Kota Probolinggo,1.0
2024-03-14,Prov. Jawa Timur,Kab. Kediri,2.0
2024-03-14,Prov. Jawa Timur,Kab. Nganjuk,1.0
2024-03-14,Prov. Jawa Timur,Kab. Mojokerto,3.0
2024-03-14,Prov. Jawa Timur,Kab. Malang,2.0
2024-03-14,Prov. Jawa Timur,Kab. Magetan,1.0
2024-03-14,Prov. Jawa Timur,Kab. Lumajang,1.0
2024-03-14,Prov. Jawa Timur,Kab. Lamongan,1.0
2024-03-14,Prov. Kalimantan Selatan,Kab. Tanah Bumbu,1.0
2024-03-14,Prov. Jawa Timur,Kab. Ponorogo,1.0
2024-03-14,Prov. Kalimantan Selatan,Kab. Tanah Laut,1.0
2024-03-14,Prov. Riau,Kab. Rokan Hilir,1.0
2024-03-14,Prov. Kalimantan Timur,Kab. Kutai Kartanegara,1.0
2024-03-14,Prov. Sumatera Utara,Kota Medan,1.0
2024-03-14,Prov. Sumatera Utara,Kab. Labuhan Batu Utara,3.0
2024-03-14,Prov. Sumatera Utara,Kab. Batubara,1.0
2024-03-14,Prov. Sumatera Selatan,Kota Palembang,1.0
2024-03-14,Prov. Sumatera Selatan,Kab. Musi Rawas,1.0
2024-03-14,Prov. Sumatera Selatan,Kab. Musi Banyuasin,1.0
2024-03-14,Prov. Sumatera Barat,Kota Padang,1.0
2024-03-14,Prov. Sumatera Barat,Kab. Padang Pariaman,1.0
2024-03-14,Prov. Kalimantan Tengah,Kab. Kotawaringin Barat,1.0
