Bulan,Tanggal,Jumlah PO,Jumlah Nominal,PPh 22,PPN,Jumlah Pajak,,,,
Januari,1/31/2025,1.264,4886741387,22369529,412741981,435111510,,,,
Februari,2/1/2025,501,1764601886,8078188,148928533,157006721,,,,
Februari,2/2/2025,189,752441092,3447227,62982131,66429358,,,,
Februari,2/3/2025,7.089,33675324476,155570185,2560787111,2716357296,,,,
Februari,2/4/2025,9.388,43930981212,201778032,3574701950,3776479982,,,,
Februari,2/5/2025,10.835,49280562196,226305251,4018725044,4245030295,,,,
Februari,2/6/2025,12.051,52317933224,240309040,4255296206,4495605246,,,,
Februari,2/7/2025,13.144,58134562825,266993628,4734903353,5001896981,,,,
Februari,2/8/2025,898,2938809431,13453428,248058155,261511583,,,,
Februari,2/9/2025,263,748129060,3404243,67261480,70665723,,,,
Februari,2/10/2025,14.364,65611991192,300697561,5471442886,5772140447,,,,
Februari,2/11/2025,15.05,67533648461,310187315,5495098715,5805286030,,,,
Februari,2/12/2025,13.338,62594368197,288373971,4918616238,5206990209,,,,
Februari,2/13/2025,13.821,64871675615,298259657,5218750614,5517010271,,,,
Februari,2/14/2025,14.346,62054823487,285231344,5007518401,5292749745,,,,
Februari,2/15/2025,931,2986035185,13814786,223009260,236824046,,,,
Februari,2/16/2025,195,694985588,3224282,50117639,53341921,,,,
Februari,2/17/2025,15.837,67468952600,310959530,5275912694,5586872224,,,,
